url_path,views_total,views_unique
/shawnhe/resumeTailor,74,41
/shawnhe/resumeTailor/graphs/traffic,10,1
/shawnhe/resumeTailor/tree/main,7,3
/shawnhe/resumeTailor/pulse,5,1
/shawnhe/resumeTailor/blob/main/docs/TAILORING_RULES.md,4,4
/shawnhe/resumeTailor/blob/main/agents/resume-tailor-generic.md,3,3
/shawnhe/resumeTailor/blob/main/OPENAI_USAGE.md,3,2
/shawnhe/resumeTailor/blob/main/README.md,3,1
/shawnhe/resumeTailor/edit/main/README.md,3,1
/shawnhe/resumeTailor/actions,2,2
