url_path,views_total,views_unique
/shawnhe/resumeTailor,31,11
/shawnhe/resumeTailor/pulse,4,2
/shawnhe/resumeTailor/blob/main/CONTRIBUTING.md,2,2
/shawnhe/resumeTailor/graphs/traffic,2,1
/shawnhe/resumeTailor/blob/main/CODE_REVIEW.md,1,1
/shawnhe/resumeTailor/blob/main/LICENSE,1,1
/shawnhe/resumeTailor/blob/main/bin/generate_with_agent.py,1,1
/shawnhe/resumeTailor/blob/main/bin/resume_template.py,1,1
/shawnhe/resumeTailor/commits/main,1,1
/shawnhe/resumeTailor/graphs/contributors,1,1
