url_path,views_total,views_unique
/shawnhe/resumeTailor,57,28
/shawnhe/resumeTailor/graphs/traffic,9,1
/shawnhe/resumeTailor/pulse,8,1
/shawnhe/resumeTailor/tree/main,4,2
/shawnhe/resumeTailor/blob/main/README.md,3,1
/shawnhe/resumeTailor/edit/main/README.md,3,1
/shawnhe/resumeTailor/blob/main/agents/resume-tailor-generic.md,2,2
/shawnhe/resumeTailor/blob/main/docs/TAILORING_RULES.md,2,2
/shawnhe/resumeTailor/tree/github-repo-stats,2,1
/shawnhe/resumeTailor/actions,1,1
